0,0,10,18,22,21,8,14,15,9,13,6,11,6,6,6,13,15,15,13,12,17,20,18,18,14,21,19,7,4,8,2,2,0,3,3,3,5,4,3,7,4,9,9,15,18,11,10,15,16,15,9,18,13,6,10,12,9,5,8,4,8,1,4,1,1,2,1,3,4,2,0,1,2,3,6,23,21,24,18,18,23,13,15,7,7,19,12,3,2,1,0,2,0,2,3,4,3,1,0,2,3,1,6,2,3,3,4,6,4,2,5,2,3,1,1,3,0,2,2,1,3,3,4,17,22,16,13,20,15,12,13,24,46,43,50,54,81,58,53,49,51,56,70,66,53,73,103,128,46,59,78,58,24,23,38,24,16,19,20,27,20,19,18,19,15,11,13,20,9,27,9,13,16,12,9,9,20,1,2,4,3,3,0,1,0,1,0,7,6,6,3,10,16,14,11,13,22,14,12,21,22,60,71,56,38,45,36,31,24,21,16,18,19,12,20,15,13,10,4,6,4,0,0,3,0,2,5,10,9,20,17,15,19,14,19,11,19,13,25,26,24,23,27,26,37,57,45,43,33,20,14,16,23,27,18
0,0,14,20,22,18,13,20,15,16,15,17,17,11,5,8,17,11,11,17,16,17,16,14,8,28,19,10,21,7,0,5,2,1,0,1,2,1,5,4,5,3,9,11,5,6,3,5,12,14,7,14,4,8,8,12,10,8,8,5,3,7,2,0,5,3,3,2,2,4,2,2,4,1,2,2,8,12,17,20,16,20,26,23,20,16,26,29,17,2,3,3,2,5,0,5,6,5,2,2,2,2,4,3,0,4,2,5,5,3,2,2,3,2,1,3,2,3,1,2,0,2,3,1,8,19,10,14,21,16,17,18,11,24,38,50,37,53,65,49,48,65,46,50,64,43,60,96,67,34,28,23,32,34,42,43,31,18,31,23,25,34,76,19,24,13,12,17,27,25,14,6,14,16,8,16,1,11,7,12,2,2,4,1,2,1,0,5,2,4,3,11,5,7,11,17,22,16,12,16,20,24,31,30,28,40,39,35,32,26,15,19,18,20,19,20,23,18,11,4,2,5,5,2,1,6,5,8,18,16,22,22,18,16,18,17,16,21,26,15,19,24,20,27,26,34,86,52,36,21,19,18,29,21,19,19
0,0,12,21,24,21,14,10,17,24,21,16,19,10,11,11,6,7,7,18,13,21,11,13,19,16,20,20,17,17,8,3,5,1,0,1,2,1,3,4,2,1,3,2,4,6,6,12,12,13,15,10,10,6,7,13,8,9,7,4,8,5,3,0,2,3,0,1,1,3,0,4,1,2,3,3,7,6,17,16,17,16,17,18,15,12,12,18,10,10,6,3,0,2,1,2,1,0,2,2,0,3,1,4,0,3,3,3,2,4,1,2,2,4,5,1,2,1,2,3,0,2,1,1,0,3,14,22,18,23,17,17,11,10,27,41,40,67,57,56,42,57,53,54,67,60,59,65,36,24,18,34,30,26,35,56,60,46,38,44,40,37,49,39,23,28,22,26,57,57,35,16,7,18,10,12,14,9,8,10,6,4,2,3,2,2,1,1,2,11,7,4,10,10,15,14,18,14,14,16,20,15,24,21,32,26,28,33,25,21,25,12,21,25,23,25,19,7,13,4,0,2,2,3,3,3,6,7,18,8,12,28,31,20,18,15,27,16,21,26,24,23,17,29,34,35,31,22,34,21,18,19,23,23,21,30
0,0,16,31,24,18,5,17,25,16,19,20,11,23,14,16,6,17,6,6,15,19,19,18,13,10,24,25,26,27,13,8,2,1,1,0,0,0,2,1,4,3,2,3,5,7,13,12,3,6,6,8,8,3,7,5,9,4,4,8,6,2,3,4,2,4,2,2,1,1,5,4,1,2,3,8,3,2,16,17,21,17,14,24,22,29,10,18,15,11,4,3,3,1,1,6,1,2,1,3,1,1,1,4,1,1,3,3,4,3,5,2,2,5,5,2,4,2,0,1,1,4,1,2,3,3,19,15,16,11,12,19,14,6,16,26,47,50,53,42,52,46,48,47,57,82,44,39,22,28,20,31,36,35,37,55,52,39,58,42,55,46,46,41,28,33,19,31,85,130,57,16,11,13,18,14,10,16,12,11,8,4,7,3,3,2,5,3,7,1,8,7,7,13,21,16,18,13,27,18,21,9,13,21,22,22,31,50,39,29,20,18,15,15,17,31,26,26,12,12,0,2,4,5,5,3,7,16,24,9,10,18,37,32,24,25,25,29,23,30,20,29,27,32,29,31,20,13,19,18,15,20,41,31,55,41
0,0,19,13,18,14,20,21,24,13,18,24,27,33,25,55,28,24,26,17,9,18,15,14,16,16,10,23,17,16,20,16,11,2,1,0,0,0,3,2,4,2,0,1,4,14,12,2,4,6,9,4,6,7,8,6,9,4,2,2,4,2,2,2,3,5,6,5,4,3,1,4,3,2,1,0,1,2,4,13,23,20,16,12,16,10,19,11,10,13,16,12,8,2,0,0,1,4,7,0,3,3,0,3,4,2,3,3,0,7,1,4,3,2,3,2,1,1,1,3,1,1,2,1,1,4,6,13,12,20,12,20,13,8,10,19,29,49,41,39,45,24,41,63,44,49,45,20,28,32,18,28,27,16,16,26,40,57,47,57,60,41,41,40,56,54,39,127,238,230,135,28,20,18,17,20,12,15,17,15,16,6,15,8,3,10,6,7,13,8,9,4,14,10,13,14,10,13,19,12,15,28,16,38,37,40,44,38,35,21,20,18,20,29,24,33,26,18,13,5,2,3,0,3,5,10,17,7,14,17,12,13,20,20,21,34,26,22,28,15,33,47,49,71,36,33,19,17,15,13,22,33,29,33,41,24
0,0,13,21,18,21,25,29,35,31,28,45,26,22,55,69,52,29,34,17,22,20,15,13,14,15,14,25,22,18,16,14,14,8,1,1,2,1,1,0,2,0,0,1,2,7,10,0,1,5,15,20,5,4,7,7,5,7,1,4,2,0,2,3,3,2,4,2,6,6,3,1,2,1,4,1,3,3,2,7,12,21,18,21,30,15,10,24,24,15,8,11,16,3,3,1,1,3,2,2,3,2,2,3,2,3,2,3,3,2,2,3,4,2,3,1,3,2,1,3,3,3,1,0,1,4,7,23,22,22,9,16,10,8,1,3,9,22,25,41,39,42,35,42,59,50,34,21,24,33,25,31,23,20,23,18,28,56,81,52,84,63,64,111,95,145,55,202,344,350,187,59,18,24,16,20,18,17,20,10,11,9,13,16,8,11,12,9,12,9,9,11,16,14,17,14,15,26,54,18,20,18,24,31,40,37,33,42,21,20,26,18,25,26,20,37,36,25,11,5,6,0,3,9,11,4,6,3,2,7,12,12,35,31,29,23,22,20,22,22,31,41,38,38,48,28,21,18,13,15,19,18,19,64,100,35
0,0,11,20,15,16,19,22,23,37,17,11,14,16,48,36,43,33,23,20,26,23,33,22,13,25,25,15,28,11,20,19,18,11,3,0,2,1,0,0,1,1,0,0,5,11,10,6,1,3,9,8,2,2,1,3,3,3,3,2,3,2,2,2,4,1,3,4,3,2,2,6,1,4,6,1,5,2,2,3,2,21,13,15,18,17,20,16,17,16,8,5,3,6,8,5,2,3,2,0,4,5,3,3,2,3,4,7,2,1,2,5,1,4,2,1,2,1,0,0,1,0,5,1,3,3,7,16,12,16,17,6,11,7,0,1,2,4,11,17,25,27,35,41,41,40,39,17,19,28,23,22,15,16,24,24,46,41,51,35,41,41,36,51,55,74,94,202,235,273,129,50,25,24,30,24,19,17,18,16,19,17,14,14,17,16,18,12,12,11,19,12,11,12,22,15,19,14,20,23,26,54,64,52,37,33,28,40,32,36,42,39,33,31,38,30,31,21,12,8,1,4,2,2,0,6,8,3,4,6,10,12,16,22,26,16,28,27,25,33,20,48,32,49,58,18,19,16,13,15,19,19,16,31,39,43
0,0,24,7,20,16,9,40,20,14,7,14,10,10,20,24,17,28,26,35,22,28,53,33,18,14,18,15,20,24,16,27,14,13,19,11,1,1,1,0,1,2,3,0,0,7,7,6,2,10,6,2,7,1,5,6,4,4,3,6,7,4,2,3,4,3,2,4,3,2,4,4,7,2,0,5,1,2,8,2,3,4,9,15,26,23,18,23,20,22,15,10,4,6,8,7,3,5,3,2,0,0,2,1,2,2,1,2,3,2,2,4,2,1,3,4,2,4,2,3,3,4,1,1,0,1,7,16,13,11,17,12,18,2,0,1,1,2,2,7,9,17,27,33,41,42,38,24,27,14,20,25,22,11,14,27,38,30,39,40,35,40,52,57,67,64,62,77,85,100,74,50,40,19,59,70,27,21,17,12,16,10,16,17,14,12,18,20,11,6,8,16,24,17,15,20,24,26,18,20,42,61,52,115,55,38,18,32,28,38,28,27,37,33,37,34,38,22,19,10,3,2,1,1,6,4,4,1,4,7,9,14,20,22,35,43,38,32,34,26,27,35,41,28,36,22,21,10,17,13,22,17,22,28,54,40
0,0,22,18,15,16,27,18,10,8,9,5,6,10,4,11,7,12,9,12,10,22,21,27,27,16,17,17,16,23,28,22,25,30,25,16,8,7,1,2,1,5,1,2,1,3,4,4,1,4,1,2,1,2,3,10,6,5,3,3,3,3,1,3,0,6,4,4,3,4,3,1,1,4,2,2,0,2,0,7,6,5,7,4,13,21,20,24,25,19,16,19,3,6,7,9,4,15,6,2,1,2,4,1,3,1,1,1,0,2,2,2,0,0,2,2,1,2,2,1,1,4,3,3,3,3,7,11,15,5,18,20,10,4,3,2,3,3,3,3,4,2,5,18,40,30,35,37,30,22,18,19,21,15,36,29,33,48,36,27,29,49,32,48,50,89,97,98,54,46,63,62,40,37,42,58,33,28,24,21,25,24,17,16,14,15,12,18,15,23,14,17,17,18,26,32,36,46,27,39,40,65,125,76,91,49,80,46,35,39,32,37,33,35,32,28,32,16,12,10,8,3,1,2,1,7,7,6,14,10,12,5,11,19,33,42,23,28,35,35,38,41,28,29,15,26,24,15,24,15,26,13,30,24,41,26
0,0,10,24,15,16,14,12,7,11,4,9,9,13,14,4,8,10,5,7,10,15,18,23,27,23,25,14,19,29,25,19,14,37,23,22,13,19,20,12,4,5,4,1,1,2,0,3,2,2,0,0,2,1,3,1,2,3,3,2,2,4,0,2,2,1,2,3,2,2,3,4,3,1,3,3,1,3,2,1,1,0,3,5,6,10,16,22,17,15,14,21,18,11,8,15,9,8,4,10,6,3,3,2,4,3,1,2,2,4,4,1,2,2,1,1,2,2,0,2,2,4,2,4,1,2,2,4,6,11,16,10,16,2,1,5,2,1,3,5,1,2,5,4,12,8,22,23,22,28,20,14,38,31,42,40,31,32,29,37,29,33,39,60,110,101,94,98,67,50,49,46,58,59,46,36,42,58,28,22,31,30,30,18,12,15,15,10,24,26,22,25,17,21,26,51,56,66,46,65,44,35,48,44,43,49,47,57,35,36,36,37,31,33,35,25,24,21,11,3,14,7,5,3,4,11,3,5,26,14,5,4,17,9,30,34,35,36,37,45,36,37,31,27,20,22,25,35,23,22,14,40,23,37,51,45
